country,avg_temperature_celsius,avg_precip_mm,avg_humidity,avg_pm25,record_count
Sweden,9.578825136612021,0.06790983606557377,73.75819672131148,6.855662568306011,732
Latvia,9.575102599179207,0.08354309165526676,74.83036935704514,13.490082079343365,731
Belarus,9.535792349726776,0.08387978142076502,72.45218579234972,14.113797814207649,732
Lithuania,9.299180327868852,0.11969945355191257,73.73087431693989,11.774863387978144,732
Estonia,8.865663474692203,0.08838577291381669,74.51983584131327,8.43922024623803,731
United States of America,8.649931034482758,0.04942068965517241,88.83724137931034,6.085572413793104,725
Andorra,8.623738062755798,0.1214324693042292,65.43110504774897,4.696407912687586,733
Finland,8.561937244201909,0.07590723055934516,74.64802182810368,7.319331514324693,733
Russia,8.473697585768742,0.08050825921219822,69.50825921219823,40.32979669631512,787
Kazakhstan,8.4025956284153,0.06114754098360656,61.12021857923497,11.889972677595628,732
Norway,7.809165526675787,0.10430916552667578,76.46648426812585,10.110280437756497,731
Iceland,5.458823529411765,0.1744049247606019,79.51846785225719,3.8964555403556775,731
Canada,4.908071135430917,0.1440902872777018,82.63337893296854,8.76190150478796,731
Mongolia,3.9147540983606555,0.036407103825136615,50.900273224043715,22.397056010928964,732
